"UF","COD_MUN_TSE","NOME_MUNICIPIO","DESCRICAO_CARGO","NUM_ZONA","QTDE_VOTOS"
"RS","89591","Veranópolis","GOVERNADOR","88","15322"
"RS","89613","Viadutos","GOVERNADOR","3","3835"
"RS","89630","Viamão","GOVERNADOR","59","70825"
"RS","89630","Viamão","GOVERNADOR","72","65655"
"RS","89656","Vicente Dutra","GOVERNADOR","94","3353"
"RS","89672","Palmares do Sul","GOVERNADOR","156","8222"
"RS","89699","Victor Graeff","GOVERNADOR","117","2299"
"RS","89710","Tavares","GOVERNADOR","122","3722"
"RS","89737","Capão do Leão","GOVERNADOR","164","14846"
"RS","89753","Salto do Jacuí","GOVERNADOR","154","7022"
"RS","89770","Cotiporã","GOVERNADOR","88","3112"
"RS","98213","Teutônia","GOVERNADOR","125","18451"
"RS","98230","Bom Princípio","GOVERNADOR","11","7879"
"RS","98256","Parobé","GOVERNADOR","55","30958"
"RS","98272","Fortaleza dos Valos","GOVERNADOR","17","3279"
"RS","98299","Jóia","GOVERNADOR","155","5439"
"SC","80004","Monte Carlo","GOVERNADOR","77","5578"
"SC","80012","Abelardo Luz","GOVERNADOR","71","9738"
"SC","80020","Iporã do Oeste","GOVERNADOR","40","5610"
"SC","80039","Agrolândia","GOVERNADOR","57","6051"
"SC","80047","Lindóia do Sul","GOVERNADOR","90","3141"
"SC","80055","Agronômica","GOVERNADOR","102","3189"
"SC","80063","Apiúna","GOVERNADOR","15","5992"
"SC","80071","Água Doce","GOVERNADOR","85","4449"
"SC","80080","Doutor Pedrinho","GOVERNADOR","32","2363"
"SC","80098","Águas de Chapecó","GOVERNADOR","70","3784"
"SC","80101","José Boiteux","GOVERNADOR","14","3160"
"SC","80110","Águas Mornas","GOVERNADOR","67","4587"
"SC","80128","Vitor Meireles","GOVERNADOR","14","3544"
"SC","80136","Alfredo Wagner","GOVERNADOR","4","6466"
"SC","80144","União do Oeste","GOVERNADOR","94","2146"
"SC","80152","Anchieta","GOVERNADOR","82","4278"
"SC","80160","Urupema","GOVERNADOR","28","1863"
"SC","80179","Angelina","GOVERNADOR","67","4177"
"SC","80187","Iraceminha","GOVERNADOR","58","2943"
"SC","80195","Anita Garibaldi","GOVERNADOR","52","5643"
"SC","80209","Timbó Grande","GOVERNADOR","51","4156"
"SC","80217","Anitápolis","GOVERNADOR","67","2362"
"SC","80225","Abdon Batista","GOVERNADOR","52","1969"
"SC","80233","Antônio Carlos","GOVERNADOR","2","5612"
"SC","80241","Santa Rosa do Sul","GOVERNADOR","54","5529"
"SC","80250","Araquari","GOVERNADOR","27","11528"
"SC","80268","Celso Ramos","GOVERNADOR","52","2134"
"SC","80276","Araranguá","GOVERNADOR","1","38128"
"SC","80284","Serra Alta","GOVERNADOR","66","2290"
"SC","80292","Armazém","GOVERNADOR","99","5060"
"SC","80306","Cocal do Sul","GOVERNADOR","34","10157"
"SC","80314","Arroio Trinta","GOVERNADOR","36","2551"
"SC","80322","Nova Itaberaba","GOVERNADOR","35","3221"
"SC","80330","Ascurra","GOVERNADOR","15","5013"
"SC","80349","Santa Terezinha","GOVERNADOR","38","5739"
"SC","80357","Atalanta","GOVERNADOR","39","2480"
"SC","80365","Mirim Doce","GOVERNADOR","46","1804"
"SC","80373","Aurora","GOVERNADOR","102","3777"
"SC","80381","Cerro Negro","GOVERNADOR","52","2491"
"SC","80390","Balneário Camboriú","GOVERNADOR","103","17654"
"SC","80390","Balneário Camboriú","GOVERNADOR","56","46722"
"SC","80403","Passo de Torres","GOVERNADOR","54","4063"
"SC","80411","Barra Velha","GOVERNADOR","80","12198"
"SC","80420","Braço do Trombudo","GOVERNADOR","57","2500"
"SC","80438","Benedito Novo","GOVERNADOR","32","6947"
"SC","80446","Sul Brasil","GOVERNADOR","66","2032"
"SC","80454","Biguaçu","GOVERNADOR","2","34546"
"SC","80462","Vargem","GOVERNADOR","7","2144"
"SC","80470","Blumenau","GOVERNADOR","3","49281"
"SC","80470","Blumenau","GOVERNADOR","88","79103"
"SC","80470","Blumenau","GOVERNADOR","89","64854"
"SC","80489","Arabutã","GOVERNADOR","90","3041"
"SC","80497","Bom Retiro","GOVERNADOR","4","5697"
"SC","80500","Águas Frias","GOVERNADOR","94","1949"
"SC","80519","Botuverá","GOVERNADOR","5","3186"
"SC","80527","Guatambú","GOVERNADOR","35","3690"
"SC","80535","Braço do Norte","GOVERNADOR","44","18683"
"SC","80543","Planalto Alegre","GOVERNADOR","35","2124"
"SC","80551","Brusque","GOVERNADOR","5","20375"
"SC","80551","Brusque","GOVERNADOR","86","44205"
"SC","80560","Riqueza","GOVERNADOR","40","3203"
"SC","80578","Caçador","GOVERNADOR","6","41481"
"SC","80586","Lajeado Grande","GOVERNADOR","48","1260"
"SC","80594","Caibi","GOVERNADOR","41","4182"
"SC","80608","Rio Rufino","GOVERNADOR","59","1837"
"SC","80616","Camboriú","GOVERNADOR","103","27275"
"SC","80624","Passos Maia","GOVERNADOR","63","2629"
"SC","80632","Campo Alegre","GOVERNADOR","30","7801"
"SC","80640","São João do Oeste","GOVERNADOR","65","4370"
"SC","80659","Campo Belo do Sul","GOVERNADOR","52","4815"
"SC","80667","Calmon","GOVERNADOR","6","2405"
"SC","80675","Campo Erê","GOVERNADOR","69","5494"
"SC","80683","Balneário Barra do Sul","GOVERNADOR","27","5455"
"SC","80691","Campos Novos","GOVERNADOR","7","19895"
"SC","80705","Paraíso","GOVERNADOR","45","2891"
"SC","80713","Canelinha","GOVERNADOR","31","6823"
"SC","80721","Santa Helena","GOVERNADOR","45","1900"
"SC","80730","Canoinhas","GOVERNADOR","8","33055"
"SC","80748","Belmonte","GOVERNADOR","45","1851"
"SC","80756","Capinzal","GOVERNADOR","37","13004"
"SC","80764","Novo Horizonte","GOVERNADOR","49","1995"
"SC","80772","Catanduvas","GOVERNADOR","18","5841"
"SC","80780","São Miguel da Boa Vista","GOVERNADOR","58","1440"
"SC","80799","Caxambu do Sul","GOVERNADOR","35","3439"
"SC","80802","Arvoredo","GOVERNADOR","61","1692"
"SC","80810","Chapecó","GOVERNADOR","35","52583"
"SC","80810","Chapecó","GOVERNADOR","94","55840"
"SC","80829","Ipuaçu","GOVERNADOR","71","3577"
"SC","80837","Concórdia","GOVERNADOR","9","28727"
"SC","80837","Concórdia","GOVERNADOR","90","15937"
"SC","80845","Ouro Verde","GOVERNADOR","71","1696"
"SC","80853","Coronel Freitas","GOVERNADOR","94","7043"
"SC","80861","Irati","GOVERNADOR","78","1531"
"SC","80870","Corupá","GOVERNADOR","87","9276"
"SC","80888","Formosa do Sul","GOVERNADOR","78","1881"
"SC","80896","Criciúma","GOVERNADOR","10","51408"
"SC","80896","Criciúma","GOVERNADOR","92","38003"
"SC","80896","Criciúma","GOVERNADOR","98","29432"
"SC","80900","Macieira","GOVERNADOR","6","1457"
"SC","80918","Cunha Porã","GOVERNADOR","83","7292"
"SC","80926","Ponte Alta do Norte","GOVERNADOR","11","2085"
"SC","80934","Curitibanos","GOVERNADOR","11","23478"
"SC","80942","São Cristovão do Sul","GOVERNADOR","11","2659"
"SC","80950","Descanso","GOVERNADOR","45","6027"
"SC","80969","Vargem Bonita","GOVERNADOR","18","3273"
"SC","80977","Dionísio Cerqueira","GOVERNADOR","50","8947"
"SC","80985","Bombinhas","GOVERNADOR","91","7907"
"SC","80993","Dona Emma","GOVERNADOR","14","2368"
"SC","81000","Sangão","GOVERNADOR","33","6086"
"SC","81019","Erval Velho","GOVERNADOR","85","2988"
"SC","81027","Capivari de Baixo","GOVERNADOR","99","13609"
"SC","81035","Faxinal dos Guedes","GOVERNADOR","43","6817"
"SC","81043","Cordilheira Alta","GOVERNADOR","35","2789"
"SC","81051","Florianópolis","GOVERNADOR","100","99479"
"SC","81051","Florianópolis","GOVERNADOR","101","65719"
"SC","81051","Florianópolis","GOVERNADOR","12","51078"
"SC","81051","Florianópolis","GOVERNADOR","13","48678"
"SC","81060","Forquilhinha","GOVERNADOR","98","14495"
"SC","81078","Fraiburgo","GOVERNADOR","77","21176"
"SC","81086","Morro Grande","GOVERNADOR","42","2428"
"SC","81094","Galvão","GOVERNADOR","75","2376"
"SC","81108","Coronel Martins","GOVERNADOR","75","1717"
"SC","81116","Governador Celso Ramos","GOVERNADOR","2","9981"
"SC","81124","São João do Itaperiú","GOVERNADOR","80","2353"
"SC","81132","Garopaba","GOVERNADOR","73","11616"
"SC","81140","Jardinópolis","GOVERNADOR","94","1300"
"SC","81159","Garuva","GOVERNADOR","19","8067"
"SC","81167","Ermo","GOVERNADOR","42","2254"
"SC","81175","Gaspar","GOVERNADOR","64","33661"
"SC","81183","São Pedro de Alcântara","GOVERNADOR","29","3232"
"SC","81191","Grão Pará","GOVERNADOR","44","4950"
"SC","81205","Santiago do Sul","GOVERNADOR","78","1097"
"SC","81213","Gravatal","GOVERNADOR","99","7127"
"SC","81221","Bela Vista do Toldo","GOVERNADOR","8","4101"
"SC","81230","Guabiruba","GOVERNADOR","5","10957"
"SC","81248","Capão Alto","GOVERNADOR","104","2406"
"SC","81256","Guaraciaba","GOVERNADOR","45","7337"
"SC","81264","Painel","GOVERNADOR","93","2039"
"SC","81272","Guaramirim","GOVERNADOR","60","20768"
"SC","81280","Bocaina do Sul","GOVERNADOR","93","2383"
"SC","81299","Guarujá do Sul","GOVERNADOR","72","3317"
"SC","81302","Alto Bela Vista","GOVERNADOR","9","1542"
"SC","81310","Herval d'Oeste","GOVERNADOR","85","13663"
"SC","81329","Frei Rogério","GOVERNADOR","11","1805"
"SC","81337","Ibicaré","GOVERNADOR","85","2453"
"SC","81345","Treviso","GOVERNADOR","92","3087"
"SC","81353","Ibirama","GOVERNADOR","14","11252"
"SC","81361","Iomerê","GOVERNADOR","36","2177"
"SC","81370","Içara","GOVERNADOR","79","37121"
"SC","81388","Bom Jesus","GOVERNADOR","43","1753"
"SC","81396","Ilhota","GOVERNADOR","64","8048"
"SC","81400","Ibiam","GOVERNADOR","47","1594"
"SC","81418","Imaruí","GOVERNADOR","62","7979"
"SC","81426","Entre Rios","GOVERNADOR","48","1902"
"SC","81434","Imbituba","GOVERNADOR","73","26129"
"SC","81442","Paial","GOVERNADOR","61","1432"
"SC","81450","Imbuia","GOVERNADOR","39","3872"
"SC","81469","Bom Jesus do Oeste","GOVERNADOR","66","1594"
"SC","81477","Indaial","GOVERNADOR","15","32533"
"SC","81485","São Bernardino","GOVERNADOR","69","1837"
"SC","81493","Ipira","GOVERNADOR","37","2985"
"SC","81507","Santa Terezinha do Progresso","GOVERNADOR","69","1996"
"SC","81515","Ipumirim","GOVERNADOR","90","4812"
"SC","81523","Saltinho","GOVERNADOR","69","2604"
"SC","81531","Irani","GOVERNADOR","90","5902"
"SC","81540","Jupiá","GOVERNADOR","49","1564"
"SC","81558","Irineópolis","GOVERNADOR","25","6358"
"SC","81566","Palmeira","GOVERNADOR","93","2190"
"SC","81574","Itá","GOVERNADOR","61","4671"
"SC","81582","Bandeirante","GOVERNADOR","45","2199"
"SC","81590","Itaiópolis","GOVERNADOR","38","12867"
"SC","81604","Flor do Sertão","GOVERNADOR","58","1250"
"SC","81612","Itajaí","GOVERNADOR","16","51851"
"SC","81612","Itajaí","GOVERNADOR","97","54677"
"SC","81620","Cunhataí","GOVERNADOR","70","1396"
"SC","81639","Itapema","GOVERNADOR","91","23849"
"SC","81647","Princesa","GOVERNADOR","72","1968"
"SC","81655","Itapiranga","GOVERNADOR","65","9984"
"SC","81663","Itapoá","GOVERNADOR","19","7497"
"SC","81671","Ituporanga","GOVERNADOR","39","14529"
"SC","81680","Tigrinhos","GOVERNADOR","58","1352"
"SC","81698","Jaborá","GOVERNADOR","18","3116"
"SC","81701","Chapadão do Lageado","GOVERNADOR","39","1942"
"SC","81710","Jacinto Machado","GOVERNADOR","42","7577"
"SC","81728","Balneário Arroio do Silva","GOVERNADOR","1","5628"
"SC","81736","Jaguaruna","GOVERNADOR","33","10856"
"SC","81744","Balneário Gaivota","GOVERNADOR","54","4919"
"SC","81752","Jaraguá do Sul","GOVERNADOR","17","45973"
"SC","81752","Jaraguá do Sul","GOVERNADOR","87","42726"
"SC","81760","Barra Bonita","GOVERNADOR","45","1658"
"SC","81779","Joaçaba","GOVERNADOR","18","17779"
"SC","81787","Brunópolis","GOVERNADOR","7","2173"
"SC","81795","Joinville","GOVERNADOR","19","73295"
"SC","81795","Joinville","GOVERNADOR","76","84702"
"SC","81795","Joinville","GOVERNADOR","95","92031"
"SC","81795","Joinville","GOVERNADOR","96","63620"
"SC","81809","Luzerna","GOVERNADOR","18","4096"
"SC","81817","Lacerdópolis","GOVERNADOR","37","1705"
"SC","81825","Zortéa","GOVERNADOR","7","2037"
"SC","81833","Lages","GOVERNADOR","104","40398"
"SC","81833","Lages","GOVERNADOR","21","41500"
"SC","81833","Lages","GOVERNADOR","93","15590"
"SC","81850","Laguna","GOVERNADOR","20","33037"
"SC","81876","Laurentino","GOVERNADOR","102","4206"
"SC","81892","Lauro Muller","GOVERNADOR","23","10252"
"SC","81914","Lebon Régis","GOVERNADOR","77","6902"
"SC","81930","Leoberto Leal","GOVERNADOR","39","2603"
"SC","81957","Lontras","GOVERNADOR","102","6239"
"SC","81973","Luiz Alves","GOVERNADOR","64","6726"
"SC","81990","Mafra","GOVERNADOR","22","34814"
"SC","82015","Major Gercino","GOVERNADOR","53","2383"
"SC","82031","Major Vieira","GOVERNADOR","8","4757"
"SC","82058","Maravilha","GOVERNADOR","58","14073"
"SC","82066","Marema","GOVERNADOR","48","1724"
"SC","82074","Massaranduba","GOVERNADOR","60","10291"
"SC","82090","Matos Costa","GOVERNADOR","25","1805"
"SC","82112","Meleiro","GOVERNADOR","42","5024"
"SC","82139","Modelo","GOVERNADOR","66","2719"
"SC","82155","Mondaí","GOVERNADOR","40","6102"
"SC","82171","Monte Castelo","GOVERNADOR","81","5275"
"SC","82198","Morro da Fumaça","GOVERNADOR","34","10281"
"SC","82210","Navegantes","GOVERNADOR","16","30597"
"SC","82236","Nova Erechim","GOVERNADOR","66","2992"
"SC","82252","Nova Trento","GOVERNADOR","53","7901"
"SC","82279","Nova Veneza","GOVERNADOR","98","9354"
"SC","82295","Orleans","GOVERNADOR","23","15236"
"SC","82317","Ouro","GOVERNADOR","37","5144"
"SC","82333","Palhoça","GOVERNADOR","24","77055"
"SC","82350","Palma Sola","GOVERNADOR","50","4666"
"SC","82376","Palmitos","GOVERNADOR","41","10657"
"SC","82392","Papanduva","GOVERNADOR","81","11653"
"SC","82414","Paulo Lopes","GOVERNADOR","24","4658"
"SC","82430","Pedras Grandes","GOVERNADOR","33","3362"
"SC","82457","Penha","GOVERNADOR","68","12974"
"SC","82473","Peritiba","GOVERNADOR","9","2423"
"SC","82490","Petrolândia","GOVERNADOR","39","4256"
"SC","82511","Balneário Piçarras","GOVERNADOR","68","9304"
"SC","82538","Pinhalzinho","GOVERNADOR","66","10503"
"SC","82554","Pinheiro Preto","GOVERNADOR","47","2206"
"SC","82570","Piratuba","GOVERNADOR","37","3768"
"SC","82597","Pomerode","GOVERNADOR","55","18351"
"SC","82619","Ponte Alta","GOVERNADOR","11","3233"
"SC","82635","Ponte Serrada","GOVERNADOR","63","6763"
"SC","82651","Porto Belo","GOVERNADOR","91","8281"
"SC","82678","Porto União","GOVERNADOR","25","19591"
"SC","82694","Pouso Redondo","GOVERNADOR","57","8835"
"SC","82716","Praia Grande","GOVERNADOR","54","4888"
"SC","82732","Presidente Castello Branco","GOVERNADOR","9","1468"
"SC","82759","Presidente Getúlio","GOVERNADOR","14","9691"
"SC","82775","Presidente Nereu","GOVERNADOR","102","1795"
"SC","82791","Quilombo","GOVERNADOR","78","7153"
"SC","82813","Rancho Queimado","GOVERNADOR","67","2410"
"SC","82830","Rio das Antas","GOVERNADOR","6","4801"
"SC","82856","Rio do Campo","GOVERNADOR","46","4429"
"SC","82872","Rio do Oeste","GOVERNADOR","102","4626"
"SC","82899","Rio dos Cedros","GOVERNADOR","32","6792"
"SC","82910","Rio do Sul","GOVERNADOR","26","39319"
"SC","82937","Rio Fortuna","GOVERNADOR","44","3712"
"SC","82953","Rio Negrinho","GOVERNADOR","74","25855"
"SC","82970","Rodeio","GOVERNADOR","15","7677"
"SC","82996","Romelândia","GOVERNADOR","82","3651"
"SC","83011","Salete","GOVERNADOR","46","5039"
"SC","83038","Salto Veloso","GOVERNADOR","36","2935"
"SC","83054","Santa Cecília","GOVERNADOR","51","9837"
"SC","83070","Santa Rosa de Lima","GOVERNADOR","44","1765"
"SC","83097","Santo Amaro da Imperatriz","GOVERNADOR","67","13160"
"SC","83119","São Bento do Sul","GOVERNADOR","30","49232"
"SC","83135","São Bonifácio","GOVERNADOR","67","2263"
"SC","83151","São Carlos","GOVERNADOR","70","6514"
"SC","83178","São Domingos","GOVERNADOR","75","6058"
"SC","83194","São Francisco do Sul","GOVERNADOR","27","25451"
"SC","83216","São João Batista","GOVERNADOR","53","14700"
"SC","83232","São João do Sul","GOVERNADOR","54","5120"
"SC","83259","São Joaquim","GOVERNADOR","28","16147"
"SC","83275","São José","GOVERNADOR","29","61888"
"SC","83275","São José","GOVERNADOR","84","60554"
"SC","83291","São José do Cedro","GOVERNADOR","72","9120"
"SC","83313","São José do Cerrito","GOVERNADOR","93","5731"
"SC","83330","São Lourenço do Oeste","GOVERNADOR","49","14279"
"SC","83356","São Ludgero","GOVERNADOR","44","6883"
"SC","83372","São Martinho","GOVERNADOR","99","2623"
"SC","83399","São Miguel do Oeste","GOVERNADOR","45","22658"
"SC","83410","Saudades","GOVERNADOR","66","6198"
"SC","83437","Schroeder","GOVERNADOR","60","9538"
"SC","83453","Seara","GOVERNADOR","61","11771"
"SC","83470","Siderópolis","GOVERNADOR","92","8905"
"SC","83496","Sombrio","GOVERNADOR","54","16607"
"SC","83518","Taió","GOVERNADOR","46","11100"
"SC","83534","Tangará","GOVERNADOR","47","6005"
"SC","83550","Tijucas","GOVERNADOR","31","19701"
"SC","83577","Timbó","GOVERNADOR","32","24122"
"SC","83593","Três Barras","GOVERNADOR","8","11085"
"SC","83615","Treze de Maio","GOVERNADOR","33","5108"
"SC","83631","Treze Tílias","GOVERNADOR","85","3902"
"SC","83658","Trombudo Central","GOVERNADOR","57","4385"
"SC","83674","Tubarão","GOVERNADOR","33","40302"
"SC","83674","Tubarão","GOVERNADOR","99","22290"
"SC","83682","Tunápolis","GOVERNADOR","65","3222"
"SC","83690","Turvo","GOVERNADOR","42","8460"
"SC","83712","Urubici","GOVERNADOR","59","6359"
"SC","83739","Urussanga","GOVERNADOR","34","13545"
"SC","83755","Vargeão","GOVERNADOR","63","2223"
"SC","83771","Vidal Ramos","GOVERNADOR","39","4058"
"SC","83798","Videira","GOVERNADOR","36","29099"
"SC","83810","Witmarsum","GOVERNADOR","14","2561"
"SC","83836","Xanxerê","GOVERNADOR","43","26874"
"SC","83852","Xavantina","GOVERNADOR","61","3074"
"SC","83879","Xaxim","GOVERNADOR","48","16839"
"SC","83895","Bom Jardim da Serra","GOVERNADOR","28","2906"
"SC","83917","Maracajá","GOVERNADOR","1","4587"
"SC","83933","Timbé do Sul","GOVERNADOR","42","3960"
"SC","83950","Correia Pinto","GOVERNADOR","93","9851"
"SC","83976","Otacílio Costa","GOVERNADOR","93","10094"
"SE","31003","Santana do São Francisco","GOVERNADOR","15","4190"
"SE","31011","Amparo de São Francisco","GOVERNADOR","25","1770"
"SE","31038","Aquidabã","GOVERNADOR","3","12099"
"SE","31054","Aracaju","GOVERNADOR","1","96436"
"SE","31054","Aracaju","GOVERNADOR","2","73606"
"SE","31054","Aracaju","GOVERNADOR","27","75926"
"SE","31054","Aracaju","GOVERNADOR","36","74583"
"SE","31070","Arauá","GOVERNADOR","4","7058"
"SE","31097","Areia Branca","GOVERNADOR","13","9814"
"SE","31119","Barra dos Coqueiros","GOVERNADOR","36","11424"
"SE","31135","Brejo Grande","GOVERNADOR","32","4345"
"SE","31151","Boquim","GOVERNADOR","4","16092"
"SE","31194","Campo do Brito","GOVERNADOR","24","10526"
"SE","31216","Canhoba","GOVERNADOR","3","3162"
"SE","31232","Canindé de São Francisco","GOVERNADOR","28","14742"
"SE","31259","Capela","GOVERNADOR","5","17196"
"SE","31275","Carira","GOVERNADOR","29","12036"
"SE","31291","Carmópolis","GOVERNADOR","11","9373"
"SE","31313","Cedro de São João","GOVERNADOR","25","3800"
"SE","31330","Cristinápolis","GOVERNADOR","30","8852"
"SE","31356","Nossa Senhora Aparecida","GOVERNADOR","26","5425"
"SE","31372","Cumbe","GOVERNADOR","16","2673"
"SE","31399","Divina Pastora","GOVERNADOR","20","2690"
"SE","31410","Estância","GOVERNADOR","6","35386"
"SE","31437","Feira Nova","GOVERNADOR","17","3933"
"SE","31453","Frei Paulo","GOVERNADOR","7","8913"
"SE","31470","General Maynard","GOVERNADOR","14","1707"
"SE","31496","Gararu","GOVERNADOR","8","6990"
"SE","31518","Graccho Cardoso","GOVERNADOR","3","4147"
"SE","31534","Ilha das Flores","GOVERNADOR","32","5227"
"SE","31550","Indiaroba","GOVERNADOR","35","8447"
"SE","31577","Itabaiana","GOVERNADOR","9","51692"
"SE","31593","Itabaianinha","GOVERNADOR","10","21716"
"SE","31615","Itabi","GOVERNADOR","8","3481"
"SE","31631","Itaporanga d'Ajuda","GOVERNADOR","31","18975"
"SE","31658","Japaratuba","GOVERNADOR","11","10452"
"SE","31674","Japoatã","GOVERNADOR","15","8258"
"SE","31690","Lagarto","GOVERNADOR","12","53547"
"SE","31712","Laranjeiras","GOVERNADOR","13","16500"
"SE","31739","Macambira","GOVERNADOR","24","4628"
"SE","31755","Malhada dos Bois","GOVERNADOR","25","2657"
"SE","31771","Malhador","GOVERNADOR","20","7523"
"SE","31798","Maruim","GOVERNADOR","14","9790"
"SE","31810","Moita Bonita","GOVERNADOR","26","7161"
"SE","31836","Monte Alegre de Sergipe","GOVERNADOR","18","7629"
"SE","31852","Muribeca","GOVERNADOR","5","5120"
"SE","31879","Neópolis","GOVERNADOR","15","11455"
"SE","31895","Nossa Senhora da Glória","GOVERNADOR","17","18636"
"SE","31917","Nossa Senhora das Dores","GOVERNADOR","16","15181"
"SE","31933","Nossa Senhora de Lourdes","GOVERNADOR","8","4349"
"SE","31950","Nossa Senhora do Socorro","GOVERNADOR","34","71294"
"SE","31976","Pacatuba","GOVERNADOR","32","8039"
"SE","31992","Pedra Mole","GOVERNADOR","7","2202"
"SE","32018","Pedrinhas","GOVERNADOR","4","5255"
"SE","32034","Pinhão","GOVERNADOR","7","4238"
"SE","32050","Pirambu","GOVERNADOR","11","5620"
"SE","32077","Poço Redondo","GOVERNADOR","28","13430"
"SE","32093","Poço Verde","GOVERNADOR","33","13180"
"SE","32115","Porto da Folha","GOVERNADOR","18","16044"
"SE","32131","Propriá","GOVERNADOR","19","16782"
"SE","32158","Riachão do Dantas","GOVERNADOR","4","12283"
"SE","32174","Riachuelo","GOVERNADOR","20","5916"
"SE","32190","Ribeirópolis","GOVERNADOR","26","10969"
"SE","32212","Rosário do Catete","GOVERNADOR","14","5883"
"SE","32239","Salgado","GOVERNADOR","31","11881"
"SE","32255","Santa Luzia do Itanhy","GOVERNADOR","35","7442"
"SE","32298","Santa Rosa de Lima","GOVERNADOR","20","2772"
"SE","32310","Santo Amaro das Brotas","GOVERNADOR","14","6434"
"SE","32336","São Cristóvão","GOVERNADOR","21","41985"
"SE","32352","São Domingos","GOVERNADOR","24","5739"
"SE","32379","São Francisco","GOVERNADOR","25","2333"
"SE","32395","São Miguel do Aleixo","GOVERNADOR","26","2519"
"SE","32417","Simão Dias","GOVERNADOR","22","25010"
"SE","32433","Siriri","GOVERNADOR","16","4956"
"SE","32450","Telha","GOVERNADOR","25","2253"
"SE","32476","Tobias Barreto","GOVERNADOR","23","29203"
"SE","32492","Tomar do Geru","GOVERNADOR","30","7457"
"SE","32514","Umbaúba","GOVERNADOR","35","12432"
"SP","61000","Euclides da Cunha Paulista","GOVERNADOR","330","5613"
"SP","61018","Adamantina","GOVERNADOR","157","21336"
"SP","61026","Borebi","GOVERNADOR","161","1494"
"SP","61034","Adolfo","GOVERNADOR","64","2598"
"SP","61042","Tarumã","GOVERNADOR","15","8025"
"SP","61050","Aguaí","GOVERNADOR","334","18581"
"SP","61069","Motuca","GOVERNADOR","385","2755"
"SP","61077","Águas da Prata","GOVERNADOR","122","4884"
"SP","61085","Iaras","GOVERNADOR","205","2655"
"SP","61093","Águas de Lindóia","GOVERNADOR","134","10354"
"SP","61107","Guatapará","GOVERNADOR","293","3766"
"SP","61115","Águas de São Pedro","GOVERNADOR","130","2605"
"SP","61123","Dirce Reis","GOVERNADOR","152","1260"
"SP","61131","Agudos","GOVERNADOR","7","22676"
"SP","61140","Espírito Santo do Turvo","GOVERNADOR","114","2692"
"SP","61158","Alfredo Marcondes","GOVERNADOR","182","2818"
"SP","61166","Rosana","GOVERNADOR","330","11393"
"SP","61174","Altair","GOVERNADOR","80","2381"
"SP","61182","Embaúba","GOVERNADOR","80","1856"
"SP","61190","Altinópolis","GOVERNADOR","202","10418"
"SP","61204","Ilha Solteira","GOVERNADOR","368","15609"
"SP","61212","Alto Alegre","GOVERNADOR","289","3061"
"SP","61220","Alumínio","GOVERNADOR","131","11517"
"SP","61239","Álvares Florence","GOVERNADOR","147","2697"
"SP","61247","Pedrinhas Paulista","GOVERNADOR","363","2104"
"SP","61255","Álvares Machado","GOVERNADOR","182","13454"
"SP","61263","Araçariguama","GOVERNADOR","131","9719"
"SP","61271","Álvaro de Carvalho","GOVERNADOR","47","2418"
"SP","61280","Bertioga","GOVERNADOR","272","27099"
"SP","61298","Alvinlândia","GOVERNADOR","47","1984"
"SP","61301","Suzanápolis","GOVERNADOR","88","2187"
"SP","61310","Americana","GOVERNADOR","158","67098"
"SP","61310","Americana","GOVERNADOR","384","73089"
"SP","61328","Santo Antônio do Aracanguá","GOVERNADOR","299","4548"
"SP","61336","Américo Brasiliense","GOVERNADOR","239","20774"
"SP","61344","Canitar","GOVERNADOR","313","2803"
"SP","61352","Américo de Campos","GOVERNADOR","138","3851"
"SP","61360","Barra do Chapéu","GOVERNADOR","10","3235"
"SP","61379","Amparo","GOVERNADOR","8","42048"
"SP","61387","Emilianópolis","GOVERNADOR","165","2030"
"SP","61395","Analândia","GOVERNADOR","245","3460"
"SP","61409","Novais","GOVERNADOR","179","2591"
"SP","61417","Andradina","GOVERNADOR","9","34069"
"SP","61425","Nova Canaã Paulista","GOVERNADOR","187","1562"
"SP","61433","Angatuba","GOVERNADOR","215","13598"
"SP","61441","Saltinho","GOVERNADOR","270","4844"
"SP","61450","Anhembi","GOVERNADOR","41","3695"
"SP","61468","Ubarana","GOVERNADOR","64","3230"
"SP","61476","Anhumas","GOVERNADOR","182","2567"
"SP","61484","Cajati","GOVERNADOR","228","16603"
"SP","61492","Aparecida","GOVERNADOR","190","23839"
"SP","61506","Campina do Monte Alegre","GOVERNADOR","215","3524"
"SP","61514","Aparecida d'Oeste","GOVERNADOR","232","3115"
"SP","61522","Aspásia","GOVERNADOR","152","1450"
"SP","61530","Apiaí","GOVERNADOR","10","14704"
"SP","61549","Vargem","GOVERNADOR","298","5177"
"SP","61557","Araçatuba","GOVERNADOR","11","52330"
"SP","61557","Araçatuba","GOVERNADOR","299","57485"
"SP","61565","Potim","GOVERNADOR","190","8893"
"SP","61573","Araçoiaba da Serra","GOVERNADOR","294","15823"
"SP","61581","Alambari","GOVERNADOR","52","2921"
"SP","61590","Aramina","GOVERNADOR","50","3498"
"SP","61603","Itaóca","GOVERNADOR","10","2076"
"SP","61611","Arandu","GOVERNADOR","301","4235"
"SP","61620","Tuiuti","GOVERNADOR","298","3781"
"SP","61638","Araraquara","GOVERNADOR","13","55138"
"SP","61638","Araraquara","GOVERNADOR","385","70467"
